"","AAXJ US Equity","EIDO US Equity","EPHE US Equity","EWA US Equity","EWD US Equity","EWG US Equity","EWH US Equity","EWI US Equity","EWL US Equity","EWM US Equity","EWN US Equity","EWP US Equity","EWQ US Equity","EWS US Equity","EWT US Equity","EWU US Equity","EWY US Equity","EZU US Equity","IEV US Equity","INDA US Equity","MCHI US Equity","PAK US Equity","SPY US Equity","THD US Equity","XLB US Equity","XLC US Equity","XLE US Equity","XLF US Equity","XLI US Equity","XLK US Equity","XLP US Equity","XLU US Equity","XLY US Equity"
"1",0.00340377495013966,0.00629653392220342,-0.0146189735614307,0.00996778378749119,0.00258055424083059,-0.000973127020107545,0.00606962438427527,-0.00169954307366538,0.0055908910557767,-0.00472528267315986,0.00129698121180999,-0.00130438231328078,-0.0064646472197718,-0.00449950257792608,0.0113724187179549,0.00063572790845523,0.00736722797927469,-0.00276006530511674,-0.000221591302541402,0.00569346974115925,-0.0004410844393955,-0.0206239888382587,0.00170603990294005,0.00999549288976742,-0.00324796388970661,0.0124099279423537,0.00441499668991296,-0.0025594881023796,0.000683471960874371,0.00210019959184571,0.00098010389101244,0.00079723782285912,0.00474136310998241
"2",-0.0170935002253498,-0.0216923920940646,-0.0300028470984354,0.00358973294876841,-0.0148043044403631,-0.0139752693201188,-0.0189042541873279,-0.0207700183169822,-0.00741307570902483,-0.0167744592205025,-0.0038876193221199,-0.00946471067548771,-0.00878283688076664,-0.0110984868903918,-0.0167297716241873,-0.00660736975857679,-0.0188678556033697,-0.0103480017545267,-0.00778373436396118,-0.00551113980906426,-0.0193081598913774,-0.0175422643539673,-0.00626884514610093,-0.0211898725726343,-0.0106354003616231,-0.00612890470541705,-0.0185160191760511,-0.0029344252435749,-0.0125546499909954,-0.0076838466900826,0.00195574522412856,0.00338482131223272,-0.00712365430126005
"3",0.00924737124376329,0.00127690209154285,0.00238003324389591,0.0143038122197037,0.0107801292431027,0.00955931499089546,0.00983838010125448,0.0125178317225405,0.0180507372072853,0.00193395006220665,0.0100842217667625,0.0105440717252274,0.0118154766423246,0.000832346188923694,0.0052998152171706,0.0165003837298541,0.0149067382527681,0.0105779314822212,0.013672199488741,0.0116842324088657,0.00796480257211951,-0.0107132940486842,0.00182321233251459,0.00285482996665021,0.0145629350527592,0.00437636761487958,0.0199512873256629,-0.00477776241878936,0.00345456485676321,-0.00323851578550916,0.00820241160800528,0.00694356313595623,-0.00170394445013133
"4",-0.0150437083045779,0.00340955963323575,-0.0128872295798362,-0.0202729247122134,-0.0129276250083228,-0.0173028385042518,-0.0133978203011826,-0.0127067796158187,-0.0125343382890905,-0.00418008802773595,-0.0132045390603019,-0.00880304455154568,-0.00973062596359076,-0.0124580507036588,-0.00998920284692273,-0.0205108846105448,-0.00381899691105159,-0.0121520324424828,-0.014814121069217,-0.0130298935990544,-0.0265392295267528,-0.0243717985701254,-0.0136130166523371,-0.0116239631369398,-0.0155493319966001,-0.0205981382451971,-0.0200938389667187,-0.0107150793971472,-0.0126705021699178,-0.0207623926131901,0.00503523405026662,0.0165523736760398,-0.0217390530349153
"5",-0.00222229747956659,-0.0199503692138272,-0.00515254499609852,0.00719884394812897,-0.00589416142096655,-0.00365505741403704,0.00329303298368444,-0.00313017224950751,0.000619094883280713,-0.00645694955431009,-0.00489527768994047,-0.000987297074131921,-0.00327667650300967,0.00630654518842211,-0.0011202860810019,0.00346865364850979,-0.00368633160289744,-0.00292335037839409,-0.000223679869370996,-0.00120069246586862,-0.00306243900272152,0.0212806763786888,0.00221419540194412,0.000600302052435442,0.00381783745908471,0.00166228513650157,0.0126295870835569,-0.0033593624358953,0.00376689693664245,0.00403881233963443,-0.00423971883837959,0.0011629236862567,0.007162562508644
"6",-0.020456029718475,-0.0199216525312851,0.0258961560899722,-0.00893329978103363,-0.00922275616015233,-0.0106702782878377,-0.01722795612923,-0.00907077947589374,-0.00866396163188243,-0.00876048462255352,-0.0104950962687189,-0.0135004592649089,-0.00854356534231271,-0.0133730195536144,-0.0131874090139339,-0.00640122903597495,-0.0115434657256774,-0.00977254874907296,-0.00965254744472466,-0.0195254276005824,-0.0314955986365404,0.007245696400626,-0.00828431816434838,-0.0109138753080019,-0.00311190507697057,-0.00872563706033658,0.0134101274846192,-0.0123634500864441,-0.00806058264853016,-0.0136474984955649,-0.00212951421164564,0.00484020693276599,-0.0129461930401474
"7",0.00468850813678401,-0.0136989528487461,-0.00774018260512421,0.0135197870183517,-0.000997155094599633,-0.00471821966379171,0.0100171208785977,0.00528174630300549,0.00218643044090983,0.00720822364297358,0.00132492401429163,0.00500748339738721,0.000663155393024972,0.00762535146268295,0.00426387075165313,0.0069578662543488,0.00134744515175278,0.000492420523960702,0.00249348742313749,-0.00214344792237009,0.00967624955008328,0.00719357394776488,0.00571751619817262,-0.00363754132945915,0.00381629569322728,0.0099796334012221,-0.00132326756176238,0.00872411163958309,0.00140138801336276,0.0122346704991392,0,-0.000385007446980334,0.00785143845410929
"8",0.0134326121703392,0.0291239719428986,0.0227266938359654,0.00533577624887838,0.0153068009965052,0.0152387511755809,0.00041359772156957,0.011908755451191,0.0146368118026623,0.0143132740058498,0.00993166829945391,0.00796995812217305,0.0109309817772278,0.00840731701628239,0.0192539740832065,0.00818937939859254,0.0124106853885031,0.0113438362993266,0.0108519445473383,0.0221050911171039,0.0149254131392418,-0.0116079967914108,0.00143960540861698,0.00121663437611907,0.00345576923924606,-0.001209921355112,0.00622787417358595,0,0.00209864928300241,-0.000432165066311496,-0.000581099273436969,0.00154157866065208,0.00174069715066194
"9",-0.012417870373956,-0.0100147765339358,0.00265551743675618,-0.0132686421167344,-0.00622676441872061,-0.00500466149604262,-0.0140436561489193,-0.00830865674227199,-0.00429839706022106,-0.00930118412172543,-0.00491786779022185,-0.00362308618638996,-0.00589805627499751,-0.0175071176547275,-0.00833480396482256,-0.0118035283665441,-0.0218575942752457,-0.00512007611262288,-0.00715742717175039,-0.00810942006224835,-0.0142411205919868,-0.00722607630299588,0.0021381491433814,0.00145910426955376,-0.00533821507482957,0.00625883303048669,-0.0147491142763934,0.00488993783454417,0.00223341379110975,0.00892489643730499,-0.00582193897306327,0.00712061629306171,0.00137287722575818
"10",-0.00226004275306957,-0.0343024823290835,-0.0016549145995759,0.0053788265714787,0.0112134496169327,0.00335322274210692,0.000836458283544061,0.0111700213371804,0.00739907059242273,-0.00679985632361857,0.000329594441886627,0.00727401161517038,0.00461417070716319,-0.00424396257265891,-0.00364074520344793,0.00321089134343699,-0.00739881312277424,0.00367579402341378,0.00585759614021719,0.00484497797737271,-0.00219817314531656,-0.000911799152655601,-0.0035313682667697,0.0078892952840055,-0.00173117539964418,-0.0122391653290531,0.0062819814814643,-0.00898266404682946,-0.00320429455651283,-0.0118422105154898,0.00234190551946267,0.0028661982840712,-0.00502553324318911
